Date,Altcoin Index
2017-04-03,96
2017-04-04,100
2017-04-05,96
2017-04-06,96
2017-04-07,85
2017-04-08,89
2017-04-09,93
2017-04-10,93
2017-04-11,93
2017-04-12,89
2017-04-13,85
2017-04-14,100
2017-04-15,100
2017-04-16,100
2017-04-17,100
2017-04-18,100
2017-04-19,100
2017-04-20,100
2017-04-21,100
2017-04-22,100
2017-04-23,100
2017-04-24,100
2017-04-25,100
2017-04-26,100
2017-04-27,96
2017-04-28,100
2017-04-29,100
2017-04-30,100
2017-05-01,100
2017-05-02,100
2017-05-03,100
2017-05-04,100
2017-05-05,100
2017-05-06,100
2017-05-07,100
2017-05-08,100
2017-05-09,100
2017-05-10,96
2017-05-11,100
2017-05-12,100
2017-05-13,100
2017-05-14,100
2017-05-15,100
2017-05-16,97
2017-05-17,97
2017-05-18,97
2017-05-19,97
2017-05-20,97
2017-05-21,97
2017-05-22,100
2017-05-23,100
2017-05-24,100
2017-05-25,100
2017-05-26,100
2017-05-27,100
2017-05-28,100
2017-05-29,100
2017-05-30,100
2017-05-31,100
2017-06-01,100
2017-06-02,100
2017-06-03,100
2017-06-04,100
2017-06-05,100
2017-06-06,100
2017-06-07,100
2017-06-08,100
2017-06-09,100
2017-06-10,97
2017-06-11,97
2017-06-12,100
2017-06-13,93
2017-06-14,93
2017-06-15,90
2017-06-16,93
2017-06-17,93
2017-06-18,93
2017-06-19,93
2017-06-20,97
2017-06-21,94
2017-06-22,94
2017-06-23,94
2017-06-24,94
2017-06-25,93
2017-06-26,94
2017-06-27,94
2017-06-28,90
2017-06-29,90
2017-06-30,90
2017-07-01,94
2017-07-02,94
2017-07-03,97
2017-07-04,97
2017-07-05,97
2017-07-06,97
2017-07-07,97
2017-07-08,97
2017-07-09,97
2017-07-10,90
2017-07-11,84
2017-07-12,84
2017-07-13,100
2017-07-14,100
2017-07-15,100
2017-07-16,100
2017-07-17,77
2017-07-18,84
2017-07-19,77
2017-07-20,81
2017-07-21,77
2017-07-22,81
2017-07-23,81
2017-07-24,80
2017-07-25,84
2017-07-26,84
2017-07-27,81
2017-07-28,81
2017-07-29,71
2017-07-30,74
2017-07-31,74
2017-08-01,77
2017-08-02,81
2017-08-03,79
2017-08-04,74
2017-08-05,61
2017-08-06,58
2017-08-07,61
2017-08-08,63
2017-08-09,60
2017-08-10,63
2017-08-11,65
2017-08-12,58
2017-08-13,58
2017-08-14,39
2017-08-15,32
2017-08-16,39
2017-08-18,29
2017-08-20,23
2017-08-21,29
2017-08-22,22
2017-08-23,22
2017-08-24,41
2017-08-25,39
2017-08-26,45
2017-08-27,45
2017-08-28,40
2017-08-29,37
2017-08-30,30
2017-08-31,30
2017-09-01,36
2017-09-02,27
2017-09-03,26
2017-09-04,22
2017-09-05,22
2017-09-06,23
2017-09-07,27
2017-09-08,21
2017-09-09,24
2017-09-10,26
2017-09-11,26
2017-09-12,26
2017-09-13,26
2017-09-14,29
2017-09-15,24
2017-09-16,18
2017-09-17,23
2017-09-18,21
2017-09-19,23
2017-09-20,23
2017-09-21,23
2017-09-22,23
2017-09-23,23
2017-09-24,23
2017-09-25,23
2017-09-26,23
2017-09-27,22
2017-09-28,22
2017-09-29,21
2017-09-30,21
2017-10-01,21
2017-10-02,21
2017-10-03,18
2017-10-04,18
2017-10-05,16
2017-10-06,21
2017-10-07,16
2017-10-08,16
2017-10-09,21
2017-10-10,23
2017-10-11,18
2017-10-12,26
2017-10-13,15
2017-10-14,18
2017-10-15,18
2017-10-16,18
2017-10-17,18
2017-10-18,18
2017-10-19,15
2017-10-20,15
2017-10-21,13
2017-10-22,13
2017-10-23,10
2017-10-24,10
2017-10-25,13
2017-10-26,13
2017-10-27,13
2017-10-28,15
2017-10-29,18
2017-10-30,15
2017-10-31,13
2017-11-01,13
2017-11-02,10
2017-11-03,5
2017-11-04,8
2017-11-05,8
2017-11-06,8
2017-11-07,8
2017-11-08,10
2017-11-09,15
2017-11-10,15
2017-11-11,15
2017-11-12,24
2017-11-13,26
2017-11-14,26
2017-11-16,26
2017-11-18,17
2017-11-19,15
2017-11-21,13
2017-11-22,8
2017-11-23,15
2017-11-24,13
2017-11-25,5
2017-11-26,8
2017-11-27,8
2017-11-28,11
2017-11-29,11
2017-11-30,8
2017-12-01,13
2017-12-02,16
2017-12-03,18
2017-12-04,18
2017-12-05,18
2017-12-06,17
2017-12-07,13
2017-12-08,15
2017-12-09,17
2017-12-10,13
2017-12-11,15
2017-12-12,17
2017-12-13,21
2017-12-14,20
2017-12-15,22
2017-12-16,33
2017-12-17,32
2017-12-18,36
2017-12-19,41
2017-12-20,49
2017-12-21,68
2017-12-22,56
2017-12-23,59
2017-12-24,60
2017-12-25,69
2017-12-26,64
2017-12-27,69
2017-12-28,64
2017-12-29,69
2017-12-30,69
2017-12-31,71
2018-01-01,80
2018-01-02,75
2018-01-03,75
2018-01-04,80
2018-01-05,74
2018-01-06,78
2018-01-07,86
2018-01-08,93
2018-01-09,95
2018-01-10,93
2018-01-11,98
2018-01-12,98
2018-01-13,98
2018-01-14,98
2018-01-15,98
2018-01-16,93
2018-01-17,100
2018-01-18,100
2018-01-19,100
2018-01-20,100
2018-01-21,100
2018-01-22,100
2018-01-23,96
2018-01-24,96
2018-01-25,95
2018-01-26,93
2018-01-27,93
2018-01-28,96
2018-01-29,96
2018-01-30,96
2018-01-31,96
2018-02-01,98
2018-02-02,98
2018-02-03,96
2018-02-04,96
2018-02-05,96
2018-02-06,98
2018-02-07,96
2018-02-08,94
2018-02-09,96
2018-02-10,91
2018-02-11,91
2018-02-12,91
2018-02-13,89
2018-02-14,93
2018-02-15,96
2018-02-16,93
2018-02-17,91
2018-02-18,100
2018-02-19,95
2018-02-20,93
2018-02-21,93
2018-02-22,93
2018-02-23,89
2018-02-24,91
2018-02-25,91
2018-02-26,91
2018-02-27,91
2018-02-28,91
2018-03-01,91
2018-03-02,89
2018-03-03,85
2018-03-04,84
2018-03-05,82
2018-03-06,96
2018-03-07,96
2018-03-08,96
2018-03-09,89
2018-03-10,96
2018-03-11,89
2018-03-12,89
2018-03-13,87
2018-03-14,78
2018-03-15,85
2018-03-16,84
2018-03-17,80
2018-03-18,62
2018-03-19,58
2018-03-20,54
2018-03-21,41
2018-03-22,45
2018-03-23,44
2018-03-24,41
2018-03-25,34
2018-03-26,45
2018-03-27,43
2018-03-28,34
2018-03-29,38
2018-03-30,40
2018-03-31,40
2018-04-01,27
2018-04-02,22
2018-04-03,24
2018-04-04,23
2018-04-05,30
2018-04-06,32
2018-04-07,18
2018-04-08,16
2018-04-09,16
2018-04-10,14
2018-04-11,16
2018-04-12,12
2018-04-13,14
2018-04-14,14
2018-04-15,19
2018-04-16,28
2018-04-17,23
2018-04-18,23
2018-04-19,20
2018-04-20,27
2018-04-21,23
2018-04-22,32
2018-04-23,32
2018-04-24,30
2018-04-25,30
2018-04-26,28
2018-04-27,26
2018-04-28,23
2018-04-29,26
2018-04-30,30
2018-05-01,30
2018-05-02,43
2018-05-03,47
2018-05-04,40
2018-05-05,47
2018-05-06,56
2018-05-07,42
2018-05-08,47
2018-05-09,45
2018-05-10,43
2018-05-11,40
2018-05-12,47
2018-05-13,44
2018-05-14,49
2018-05-15,44
2018-05-16,38
2018-05-17,33
2018-05-18,40
2018-05-19,40
2018-05-20,42
2018-05-21,53
2018-05-22,51
2018-05-23,40
2018-05-24,43
2018-05-25,43
2018-05-26,41
2018-05-27,40
2018-05-28,42
2018-05-29,56
2018-05-30,49
2018-05-31,52
2018-06-01,62
2018-06-02,62
2018-06-03,67
2018-06-04,67
2018-06-05,67
2018-06-06,61
2018-06-07,61
2018-06-08,61
2018-06-09,64
2018-06-10,59
2018-06-11,57
2018-06-12,57
2018-06-13,58
2018-06-14,63
2018-06-15,67
2018-06-16,72
2018-06-17,65
2018-06-18,65
2018-06-19,65
2018-06-20,65
2018-06-21,65
2018-06-22,63
2018-06-23,57
2018-06-24,62
2018-06-25,57
2018-06-26,55
2018-06-27,55
2018-06-28,52
2018-06-29,48
2018-06-30,54
2018-07-01,57
2018-07-02,62
2018-07-03,59
2018-07-04,60
2018-07-05,53
2018-07-06,55
2018-07-07,56
2018-07-08,53
2018-07-09,45
2018-07-10,45
2018-07-11,38
2018-07-12,32
2018-07-13,42
2018-07-14,35
2018-07-15,38
2018-07-16,38
2018-07-17,33
2018-07-18,23
2018-07-19,17
2018-07-20,13
2018-07-21,15
2018-07-22,13
2018-07-23,6
2018-07-24,6
2018-07-25,4
2018-07-26,6
2018-07-27,6
2018-07-28,6
2018-07-29,6
2018-07-30,6
2018-07-31,2
2018-08-01,2
2018-08-02,2
2018-08-03,2
2018-08-04,2
2018-08-05,4
2018-08-06,4
2018-08-07,4
2018-08-08,4
2018-08-09,4
2018-08-10,4
2018-08-11,2
2018-08-12,2
2018-08-13,2
2018-08-14,2
2018-08-15,0
2018-08-16,2
2018-08-17,2
2018-08-18,0
2018-08-19,0
2018-08-20,0
2018-08-21,0
2018-08-22,0
2018-08-23,0
2018-08-24,0
2018-08-25,0
2018-08-26,2
2018-08-27,0
2018-08-28,0
2018-08-29,0
2018-08-30,0
2018-08-31,2
2018-09-01,4
2018-09-02,7
2018-09-03,7
2018-09-04,7
2018-09-05,4
2018-09-06,4
2018-09-07,4
2018-09-08,4
2018-09-09,4
2018-09-10,4
2018-09-11,4
2018-09-12,4
2018-09-13,4
2018-09-14,7
2018-09-15,4
2018-09-16,4
2018-09-17,4
2018-09-18,7
2018-09-19,7
2018-09-20,11
2018-09-21,11
2018-09-22,11
2018-09-23,11
2018-09-24,11
2018-09-25,7
2018-09-26,11
2018-09-27,16
2018-09-28,14
2018-09-29,11
2018-09-30,11
2018-10-01,13
2018-10-02,13
2018-10-03,11
2018-10-04,13
2018-10-05,15
2018-10-06,15
2018-10-07,15
2018-10-08,15
2018-10-09,15
2018-10-10,15
2018-10-11,13
2018-10-12,13
2018-10-13,13
2018-10-14,10
2018-10-15,10
2018-10-16,13
2018-10-17,13
2018-10-18,15
2018-10-19,15
2018-10-20,17
2018-10-21,19
2018-10-22,27
2018-10-23,21
2018-10-24,23
2018-10-25,21
2018-10-26,21
2018-10-27,19
2018-10-28,21
2018-10-29,23
2018-10-30,21
2018-10-31,27
2018-11-01,29
2018-11-02,27
2018-11-03,27
2018-11-04,27
2018-11-05,27
2018-11-06,31
2018-11-07,31
2018-11-08,24
2018-11-09,35
2018-11-10,41
2018-11-11,51
2018-11-12,65
2018-11-13,57
2018-11-14,49
2018-11-15,24
2018-11-16,37
2018-11-17,29
2018-11-18,33
2018-11-19,29
2018-11-20,35
2018-11-21,33
2018-11-22,29
2018-11-23,29
2018-11-24,31
2018-11-25,27
2018-11-26,25
2018-11-27,25
2018-11-28,25
2018-11-29,23
2018-11-30,21
2018-12-01,25
2018-12-02,25
2018-12-03,25
2018-12-04,23
2018-12-05,26
2018-12-06,25
2018-12-07,26
2018-12-08,28
2018-12-09,30
2018-12-10,30
2018-12-11,28
2018-12-12,26
2018-12-13,30
2018-12-14,26
2018-12-15,23
2018-12-16,26
2018-12-17,28
2018-12-18,30
2018-12-19,24
2018-12-20,26
2018-12-21,24
2018-12-22,20
2018-12-23,30
2018-12-24,32
2018-12-25,32
2018-12-26,23
2018-12-27,26
2018-12-28,30
2018-12-29,36
2018-12-30,32
2018-12-31,30
2019-01-01,33
2019-01-02,32
2019-01-03,30
2019-01-04,30
2019-01-05,32
2019-01-06,28
2019-01-07,32
2019-01-08,36
2019-01-09,40
2019-01-10,38
2019-01-11,38
2019-01-12,40
2019-01-13,36
2019-01-14,38
2019-01-15,32
2019-01-16,36
2019-01-17,34
2019-01-18,34
2019-01-19,36
2019-01-20,36
2019-01-21,36
2019-01-22,36
2019-01-23,34
2019-01-24,34
2019-01-25,34
2019-01-26,34
2019-01-27,34
2019-01-28,30
2019-01-29,28
2019-01-30,30
2019-01-31,21
2019-02-01,21
2019-02-02,21
2019-02-03,21
2019-02-04,19
2019-02-05,19
2019-02-06,21
2019-02-07,23
2019-02-08,21
2019-02-09,23
2019-02-10,26
2019-02-11,28
2019-02-12,32
2019-02-13,30
2019-02-14,33
2019-02-15,33
2019-02-16,33
2019-02-17,42
2019-02-18,44
2019-02-19,40
2019-02-20,40
2019-02-21,38
2019-02-22,44
2019-02-23,52
2019-02-24,47
2019-02-25,48
2019-02-26,49
2019-02-27,49
2019-02-28,50
2019-03-01,50
2019-03-02,48
2019-03-03,48
2019-03-04,46
2019-03-05,58
2019-03-06,63
2019-03-07,67
2019-03-08,63
2019-03-09,60
2019-03-10,69
2019-03-11,67
2019-03-12,72
2019-03-13,80
2019-03-14,76
2019-03-15,76
2019-03-16,80
2019-03-17,79
2019-03-18,74
2019-03-19,68
2019-03-20,67
2019-03-21,67
2019-03-22,69
2019-03-23,60
2019-03-24,56
2019-03-25,60
2019-03-26,60
2019-03-27,73
2019-03-28,60
2019-03-29,62
2019-03-30,62
2019-03-31,68
2019-04-01,67
2019-04-02,69
2019-04-03,69
2019-04-04,65
2019-04-05,73
2019-04-06,71
2019-04-07,76
2019-04-08,71
2019-04-09,69
2019-04-10,69
2019-04-11,63
2019-04-12,60
2019-04-13,62
2019-04-14,58
2019-04-15,60
2019-04-16,53
2019-04-17,50
2019-04-18,51
2019-04-19,48
2019-04-20,49
2019-04-21,45
2019-04-22,41
2019-04-23,37
2019-04-24,28
2019-04-25,32
2019-04-26,34
2019-04-27,38
2019-04-28,36
2019-04-29,38
2019-04-30,36
2019-05-01,43
2019-05-02,36
2019-05-03,38
2019-05-04,36
2019-05-05,38
2019-05-06,38
2019-05-07,37
2019-05-08,30
2019-05-09,28
2019-05-10,28
2019-05-11,28
2019-05-12,24
2019-05-13,17
2019-05-14,17
2019-05-15,21
2019-05-16,26
2019-05-17,28
2019-05-18,28
2019-05-19,21
2019-05-20,17
2019-05-21,17
2019-05-22,17
2019-05-23,17
2019-05-24,21
2019-05-25,20
2019-05-26,20
2019-05-27,19
2019-05-28,23
2019-05-29,26
2019-05-30,23
2019-05-31,26
2019-06-01,24
2019-06-02,28
2019-06-03,22
2019-06-04,20
2019-06-05,15
2019-06-06,15
2019-06-07,19
2019-06-08,20
2019-06-09,20
2019-06-10,19
2019-06-11,15
2019-06-12,17
2019-06-13,15
2019-06-14,15
2019-06-15,10
2019-06-16,10
2019-06-17,6
2019-06-18,8
2019-06-19,11
2019-06-20,9
2019-06-21,9
2019-06-22,7
2019-06-23,7
2019-06-24,9
2019-06-25,7
2019-06-26,7
2019-06-27,7
2019-06-28,9
2019-06-29,9
2019-06-30,11
2019-07-01,11
2019-07-02,11
2019-07-03,9
2019-07-04,9
2019-07-05,9
2019-07-06,9
2019-07-07,9
2019-07-08,9
2019-07-09,9
2019-07-10,11
2019-07-11,12
2019-07-12,9
2019-07-13,7
2019-07-14,7
2019-07-15,9
2019-07-16,9
2019-07-17,7
2019-07-18,7
2019-07-19,7
2019-07-20,7
2019-07-21,7
2019-07-22,9
2019-07-23,12
2019-07-24,14
2019-07-25,12
2019-07-26,9
2019-07-27,12
2019-07-28,9
2019-07-29,9
2019-07-30,9
2019-07-31,9
2019-08-01,10
2019-08-02,10
2019-08-03,10
2019-08-04,10
2019-08-05,10
2019-08-06,10
2019-08-07,10
2019-08-08,12
2019-08-09,13
2019-08-10,12
2019-08-11,12
2019-08-12,12
2019-08-13,12
2019-08-14,12
2019-08-15,12
2019-08-16,12
2019-08-17,12
2019-08-18,15
2019-08-19,15
2019-08-20,15
2019-08-21,14
2019-08-22,14
2019-08-23,14
2019-08-24,12
2019-08-25,10
2019-08-26,10
2019-08-27,10
2019-08-28,12
2019-08-29,12
2019-08-30,12
2019-08-31,12
2019-09-01,12
2019-09-02,7
2019-09-03,10
2019-09-04,10
2019-09-05,7
2019-09-06,7
2019-09-07,7
2019-09-08,10
2019-09-09,10
2019-09-10,8
2019-09-11,7
2019-09-12,5
2019-09-13,5
2019-09-14,5
2019-09-15,3
2019-09-16,3
2019-09-17,5
2019-09-18,2
2019-09-19,12
2019-09-20,12
2019-09-21,10
2019-09-22,10
2019-09-23,12
2019-09-24,12
2019-09-25,10
2019-09-26,14
2019-09-27,10
2019-09-28,10
2019-09-29,8
2019-09-30,10
2019-10-01,12
2019-10-02,12
2019-10-03,13
2019-10-04,13
2019-10-05,12
2019-10-06,18
2019-10-07,28
2019-10-08,28
2019-10-09,29
2019-10-10,30
2019-10-11,25
2019-10-12,28
2019-10-13,36
2019-10-14,38
2019-10-15,31
2019-10-16,38
2019-10-17,35
2019-10-18,33
2019-10-19,33
2019-10-20,25
2019-10-21,25
2019-10-22,25
2019-10-23,25
2019-10-24,26
2019-10-25,23
2019-10-26,12
2019-10-27,15
2019-10-28,15
2019-10-29,24
2019-10-30,41
2019-10-31,37
2019-11-01,39
2019-11-02,46
2019-11-03,54
2019-11-04,56
2019-11-05,66
2019-11-06,61
2019-11-07,68
2019-11-08,68
2019-11-09,60
2019-11-10,63
2019-11-11,62
2019-11-12,67
2019-11-13,65
2019-11-14,71
2019-11-15,65
2019-11-16,65
2019-11-17,68
2019-11-18,66
2019-11-19,61
2019-11-20,54
2019-11-21,59
2019-11-22,55
2019-11-23,62
2019-11-24,64
2019-11-25,63
2019-11-26,67
2019-11-27,67
2019-11-28,73
2019-11-29,68
2019-11-30,65
2019-12-01,73
2019-12-02,83
2019-12-03,85
2019-12-04,85
2019-12-05,80
2019-12-06,73
2019-12-07,77
2019-12-08,73
2019-12-09,74
2019-12-10,78
2019-12-11,80
2019-12-12,80
2019-12-13,82
2019-12-14,79
2019-12-15,79
2019-12-16,69
2019-12-17,59
2019-12-18,57
2019-12-19,53
2019-12-20,58
2019-12-21,56
2019-12-22,54
2019-12-23,63
2019-12-24,60
2019-12-25,57
2019-12-26,56
2019-12-27,57
2019-12-28,63
2019-12-29,61
2019-12-30,64
2019-12-31,60
2020-01-01,62
2020-01-02,60
2020-01-03,55
2020-01-05,52
2020-01-06,49
2020-01-07,47
2020-01-08,44
2020-01-09,41
2020-01-10,36
2020-01-11,40
2020-01-12,40
2020-01-13,43
2020-01-14,48
2020-01-15,49
2020-01-16,50
2020-01-17,60
2020-01-18,55
2020-01-19,55
2020-01-20,50
2020-01-21,51
2020-01-22,57
2020-01-23,55
2020-01-24,68
2020-01-25,62
2020-01-26,63
2020-01-28,60
2020-01-29,57
2020-01-30,55
2020-01-31,60
2020-02-01,60
2020-02-02,65
2020-02-03,62
2020-02-04,64
2020-02-05,63
2020-02-06,68
2020-02-07,72
2020-02-08,74
2020-02-09,67
2020-02-10,73
2020-02-11,70
2020-02-12,75
2020-02-13,77
2020-02-14,77
2020-02-15,77
2020-02-16,74
2020-02-17,72
2020-02-18,75
2020-02-19,75
2020-02-20,75
2020-02-22,72
2020-02-23,74
2020-02-24,66
2020-02-25,65
2020-02-26,44
2020-02-27,57
2020-02-28,62
2020-02-29,57
2020-03-01,62
2020-03-02,62
2020-03-03,67
2020-03-04,68
2020-03-05,68
2020-03-06,67
2020-03-07,68
2020-03-08,56
2020-03-09,63
2020-03-10,66
2020-03-11,57
2020-03-12,46
2020-03-13,55
2020-03-14,53
2020-03-15,62
2020-03-16,64
2020-03-17,68
2020-03-18,77
2020-03-19,70
2020-03-20,63
2020-03-21,65
2020-03-22,67
2020-03-23,57
2020-03-24,55
2020-03-25,57
2020-03-26,55
2020-03-27,60
2020-03-28,64
2020-03-29,66
2020-03-30,62
2020-03-31,62
2020-04-01,60
2020-04-02,57
2020-04-03,60
2020-04-04,58
2020-04-05,52
2020-04-06,69
2020-04-07,73
2020-04-08,72
2020-04-09,75
2020-04-10,67
2020-04-11,65
2020-04-12,69
2020-04-13,58
2020-04-14,48
2020-04-15,46
2020-04-16,47
2020-04-17,47
2020-04-18,47
2020-04-19,47
2020-04-20,47
2020-04-21,46
2020-04-22,46
2020-04-23,51
2020-04-24,52
2020-04-25,50
2020-04-26,46
2020-04-27,50
2020-04-28,54
2020-04-29,48
2020-04-30,35
2020-05-01,39
2020-05-02,33
2020-05-03,30
2020-05-04,35
2020-05-05,33
2020-05-06,33
2020-05-07,28
2020-05-08,30
2020-05-09,30
2020-05-10,28
2020-05-11,24
2020-05-12,22
2020-05-13,20
2020-05-14,24
2020-05-15,24
2020-05-16,24
2020-05-17,23
2020-05-18,21
2020-05-19,19
2020-05-20,21
2020-05-21,21
2020-05-22,35
2020-05-23,29
2020-05-24,35
2020-05-25,43
2020-05-26,43
2020-05-27,39
2020-05-28,37
2020-05-29,37
2020-05-30,37
2020-05-31,33
2020-06-01,29
2020-06-02,31
2020-06-03,35
2020-06-04,33
2020-06-05,33
2020-06-06,41
2020-06-07,37
2020-06-08,35
2020-06-09,49
2020-06-10,55
2020-06-11,47
2020-06-12,44
2020-06-13,47
2020-06-14,51
2020-06-15,49
2020-06-16,47
2020-06-17,49
2020-06-18,56
2020-06-19,55
2020-06-20,55
2020-06-21,57
2020-06-22,57
2020-06-23,60
2020-06-24,55
2020-06-25,55
2020-06-26,55
2020-06-27,51
2020-06-28,51
2020-06-29,53
2020-06-30,53
2020-07-01,57
2020-07-02,53
2020-07-03,57
2020-07-04,55
2020-07-05,51
2020-07-06,54
2020-07-07,57
2020-07-08,59
2020-07-09,59
2020-07-10,61
2020-07-11,63
2020-07-12,63
2020-07-13,65
2020-07-14,65
2020-07-15,66
2020-07-16,64
2020-07-17,64
2020-07-18,66
2020-07-19,66
2020-07-20,66
2020-07-21,66
2020-07-22,70
2020-07-23,68
2020-07-24,67
2020-07-25,65
2020-07-26,61
2020-07-27,41
2020-07-28,57
2020-07-29,62
2020-07-30,62
2020-07-31,60
2020-08-01,62
2020-08-02,66
2020-08-03,66
2020-08-04,70
2020-08-05,72
2020-08-06,72
2020-08-07,72
2020-08-08,72
2020-08-09,76
2020-08-10,80
2020-08-11,83
2020-08-12,85
2020-08-13,83
2020-08-14,83
2020-08-15,89
2020-08-16,89
2020-08-17,89
2020-08-18,87
2020-08-19,84
2020-08-20,84
2020-08-21,81
2020-08-22,81
2020-08-23,79
2020-08-24,81
2020-08-25,81
2020-08-26,86
2020-08-27,81
2020-08-28,79
2020-08-29,81
2020-08-30,81
2020-08-31,79
2020-09-01,81
2020-09-02,81
2020-09-03,79
2020-09-04,76
2020-09-05,72
2020-09-06,74
2020-09-07,72
2020-09-08,74
2020-09-09,79
2020-09-10,76
2020-09-11,76
2020-09-12,77
2020-09-13,79
2020-09-14,76
2020-09-15,62
2020-09-16,64
2020-09-17,64
2020-09-18,64
2020-09-19,64
2020-09-20,55
2020-09-21,55
2020-09-22,55
2020-09-23,54
2020-09-24,55
2020-09-25,64
2020-09-26,58
2020-09-27,57
2020-09-28,62
2020-09-29,62
2020-09-30,65
2020-10-01,63
2020-10-02,53
2020-10-03,58
2020-10-04,52
2020-10-05,55
2020-10-06,44
2020-10-07,43
2020-10-08,48
2020-10-09,45
2020-10-10,49
2020-10-11,47
2020-10-12,49
2020-10-13,44
2020-10-14,44
2020-10-15,41
2020-10-16,38
2020-10-17,37
2020-10-18,38
2020-10-19,36
2020-10-20,33
2020-10-21,33
2020-10-22,36
2020-10-23,37
2020-10-24,35
2020-10-25,39
2020-10-26,37
2020-10-27,35
2020-10-28,33
2020-10-29,33
2020-10-30,29
2020-10-31,28
2020-11-01,28
2020-11-02,24
2020-11-03,24
2020-11-04,20
2020-11-05,18
2020-11-06,20
2020-11-07,20
2020-11-08,18
2020-11-09,20
2020-11-10,20
2020-11-11,16
2020-11-12,16
2020-11-13,16
2020-11-14,13
2020-11-15,13
2020-11-16,13
2020-11-17,13
2020-11-18,9
2020-11-19,11
2020-11-20,9
2020-11-21,9
2020-11-22,11
2020-11-23,9
2020-11-24,9
2020-11-25,11
2020-11-26,13
2020-11-27,9
2020-11-28,9
2020-11-29,9
2020-11-30,9
2020-12-01,9
2020-12-02,13
2020-12-03,13
2020-12-04,15
2020-12-05,15
2020-12-06,13
2020-12-07,13
2020-12-08,13
2020-12-09,15
2020-12-10,15
2020-12-11,11
2020-12-12,17
2020-12-13,17
2020-12-14,16
2020-12-15,18
2020-12-16,18
2020-12-17,18
2020-12-18,20
2020-12-19,20
2020-12-20,20
2020-12-21,20
2020-12-22,18
2020-12-23,18
2020-12-24,16
2020-12-25,14
2020-12-26,14
2020-12-27,14
2020-12-28,16
2020-12-29,12
2020-12-30,10
2020-12-31,12
2021-01-01,14
2021-01-02,14
2021-01-03,18
2021-01-04,22
2021-01-05,24
2021-01-06,22
2021-01-07,18
2021-01-08,16
2021-01-09,16
2021-01-10,18
2021-01-11,16
2021-01-12,18
2021-01-13,20
2021-01-14,20
2021-01-15,24
2021-01-16,27
2021-01-17,33
2021-01-18,37
2021-01-19,41
2021-01-20,41
2021-01-21,39
2021-01-22,39
2021-01-23,43
2021-01-24,45
2021-01-25,47
2021-01-26,51
2021-01-27,55
2021-01-28,57
2021-01-29,51
2021-01-30,53
2021-01-31,53
2021-02-01,59
2021-02-02,57
2021-02-03,59
2021-02-04,57
2021-02-05,59
2021-02-06,57
2021-02-07,59
2021-02-08,51
2021-02-09,55
2021-02-10,63
2021-02-11,63
2021-02-12,61
2021-02-13,67
2021-02-14,67
2021-02-15,67
2021-02-16,67
2021-02-17,63
2021-02-18,63
2021-02-19,65
2021-02-20,65
2021-02-21,65
2021-02-22,59
2021-02-23,57
2021-02-24,59
2021-02-25,59
2021-02-26,59
2021-02-27,61
2021-02-28,61
2021-03-01,61
2021-03-02,61
2021-03-03,61
2021-03-04,63
2021-03-05,63
2021-03-06,63
2021-03-07,61
2021-03-08,61
2021-03-09,63
2021-03-10,61
2021-03-11,65
2021-03-12,63
2021-03-13,61
2021-03-14,59
2021-03-15,61
2021-03-16,67
2021-03-17,67
2021-03-18,69
2021-03-19,71
2021-03-20,71
2021-03-21,71
2021-03-22,73
2021-03-23,76
2021-03-24,71
2021-03-25,76
2021-03-26,78
2021-03-27,78
2021-03-28,78
2021-03-29,84
2021-03-30,86
2021-03-31,86
2021-04-01,90
